TimeSt,_ID,Country,Province,City,Latitude,Longitude,POI_Number,POI_Latitude,POI_Longitude
06:11.4,5430427,CA,AB,Red Deer,52.2686,-113.787,1,53.546167,-113.485734
06:13.1,4630961,CA,ON,Innisfil,44.29603,-79.75424,2,45.521629,-73.566024
06:17.7,4632503,CA,ON,Toronto,43.6798,-79.3517,2,45.521629,-73.566024
06:19.8,4632814,CA,ON,Perrault Falls,50.35114,-93.13424,1,53.546167,-113.485734
06:31.3,5433125,CA,QC,Montréal,45.45946,-73.62222,2,45.521629,-73.566024
06:32.8,4634495,CA,ON,Guelph,43.5215,-80.2338,2,45.521629,-73.566024
06:55.9,4639235,CA,AB,Edmonton,53.4653,-113.386,1,53.546167,-113.485734
07:03.7,4642428,CA,ON,Kitchener,43.4193,-80.3826,2,45.521629,-73.566024
07:27.4,4649852,CA,ON,Toronto,43.6459,-79.3857,2,45.521629,-73.566024
08:29.5,4664159,CA,AB,Calgary,51.053,-114.161,1,53.546167,-113.485734
08:53.7,5451064,CA,BC,Richmond,49.1654,-123.12658,1,53.546167,-113.485734
08:55.3,5452505,CA,AB,Lacombe,52.4668,-113.7353,1,53.546167,-113.485734
09:48.5,5461665,CA,AB,Edmonton,53.5418,-113.52209,1,53.546167,-113.485734
10:26.1,5467626,CA,ON,Midland,44.7375,-79.8593,2,45.521629,-73.566024
10:50.3,4691615,CA,ON,Oakville,43.4934,-79.7126,2,45.521629,-73.566024
10:53.7,4692128,CA,ON,Oshawa,43.9156,-78.8632,2,45.521629,-73.566024
11:01.3,5476129,CA,QC,Montréal,45.5435,-73.6341,2,45.521629,-73.566024
11:54.8,4704974,CA,ON,Ottawa,45.4177,-75.6977,2,45.521629,-73.566024
12:27.3,5491286,CA,MB,Winnipeg,49.89637,-97.14659,1,53.546167,-113.485734
12:55.2,4717691,CA,AB,Edmonton,53.55141,-113.4916,1,53.546167,-113.485734
12:55.6,4717337,CA,MB,Winnipeg,49.926,-97.06686,1,53.546167,-113.485734
13:03.0,5498644,CA,ON,Toronto,43.6796,-79.4343,2,45.521629,-73.566024
13:40.7,4725148,CA,AB,Calgary,51.0081,-114.073,1,53.546167,-113.485734
13:49.2,4729159,CA,QC,Saint-Hubert,45.49865,-73.42221,2,45.521629,-73.566024
14:01.5,4732298,CA,AB,Calgary,51.0823,-113.9578,1,53.546167,-113.485734
14:23.9,5512435,CA,BC,Vancouver,49.2804,-123.115,1,53.546167,-113.485734
14:36.0,4739762,CA,AB,Edmonton,53.5141,-113.601,1,53.546167,-113.485734
15:12.5,4748687,CA,AB,Edmonton,53.4593,-113.4145,1,53.546167,-113.485734
15:12.7,4749269,CA,ON,Cornwall,45.0467,-74.7455,2,45.521629,-73.566024
15:15.4,4748966,CA,AB,Calgary,51.1581,-113.938,1,53.546167,-113.485734
15:18.8,4751651,CA,AB,Wetaskiwin,52.8333,-113.45,1,53.546167,-113.485734
15:43.2,4756930,CA,AB,Edmonton,53.5046,-113.453,1,53.546167,-113.485734
15:52.3,4758838,CA,ON,Toronto,43.7051,-79.3465,2,45.521629,-73.566024
16:31.3,5534692,CA,ON,Newmarket,44.0587,-79.4591,2,45.521629,-73.566024
16:39.7,5535903,CA,BC,Vancouver,49.293,-123.048,1,53.546167,-113.485734
16:56.3,4774602,CA,AB,Calgary,51.0378,-114.08,1,53.546167,-113.485734
17:04.2,5539308,CA,BC,Taylor,56.21596,-120.68696,1,53.546167,-113.485734
17:30.9,4784053,CA,AB,Calgary,51.05806,-114.11816,1,53.546167,-113.485734
18:38.6,5563621,CA,ON,Toronto,43.6447,-79.3841,2,45.521629,-73.566024
18:54.5,5566282,CA,ON,Toronto,43.7264,-79.3978,2,45.521629,-73.566024
19:03.9,5567162,CA,ON,North Bay,46.52252,-80.02545,2,45.521629,-73.566024
20:15.2,4813903,CA,AB,Edmonton,53.6134,-113.541,1,53.546167,-113.485734
20:36.1,5587993,CA,AB,Calgary,51.0621,-114.1159,1,53.546167,-113.485734
20:42.7,4821117,CA,ON,York,43.703,-79.512,2,45.521629,-73.566024
20:57.8,4822861,CA,ON,Markham,43.877,-79.2578,2,45.521629,-73.566024
21:00.2,4824672,CA,NB,Oromocto,45.8447,-66.4812,3,45.22483,-63.232729
22:37.9,5610798,CA,ON,Toronto,43.6682,-79.4209,2,45.521629,-73.566024
22:38.5,5611504,CA,AB,Chestermere,51.02703,-113.81693,1,53.546167,-113.485734
22:45.5,5611918,CA,ON,York,43.703,-79.512,2,45.521629,-73.566024
23:30.6,4853453,CA,BC,Aldergrove,49.1661,-122.5792,1,53.546167,-113.485734
24:03.3,4861019,CA,QC,Montréal,45.4978,-73.5798,2,45.521629,-73.566024
26:08.7,4884832,CA,ON,Toronto,43.643,-79.3383,2,45.521629,-73.566024
26:11.0,4885729,CA,ON,Burlington,43.303,-79.7988,2,45.521629,-73.566024
27:04.6,4896140,CA,ON,Toronto,43.7068,-79.3991,2,45.521629,-73.566024
30:37.4,4938113,CA,ON,Richmond Hill,43.8582,-79.3985,2,45.521629,-73.566024
30:55.2,4943365,CA,AB,Calgary,51.04176,-113.99981,1,53.546167,-113.485734
33:37.8,4991890,CA,SK,Saskatoon,52.1333,-106.6667,1,53.546167,-113.485734
34:26.3,5003964,CA,ON,Whitby,43.8873,-78.9422,2,45.521629,-73.566024
34:41.6,5011110,CA,ON,Scarborough,43.7936,-79.2692,2,45.521629,-73.566024
34:41.7,5012759,CA,ON,Ottawa,45.4455,-75.6894,2,45.521629,-73.566024
34:51.7,5015871,CA,ON,Newmarket,44.039,-79.4724,2,45.521629,-73.566024
35:15.2,5022965,CA,ON,Toronto,43.6546,-79.3879,2,45.521629,-73.566024
37:40.7,5055476,CA,ON,Toronto,43.66815,-79.37547,2,45.521629,-73.566024
38:22.3,5065871,CA,AB,Calgary,51.0196,-114.20029,1,53.546167,-113.485734
39:31.8,5082009,CA,ON,Toronto,43.63972,-79.38376,2,45.521629,-73.566024
42:04.7,5117449,CA,ON,Toronto,43.6726,-79.4901,2,45.521629,-73.566024
42:07.3,5117362,CA,AB,Edmonton,53.57489,-113.46596,1,53.546167,-113.485734
42:18.7,5120019,CA,NL,Grand Falls-Windsor,48.9341,-55.6512,3,45.22483,-63.232729
43:43.9,5140389,CA,AB,Edmonton,53.5141,-113.601,1,53.546167,-113.485734
44:12.9,5148523,CA,ON,Windsor,42.3037,-82.9459,2,45.521629,-73.566024
45:05.7,5159846,CA,QC,Sainte-Foy,46.7823,-71.2882,2,45.521629,-73.566024
45:14.9,5163123,CA,AB,Edmonton,53.5078,-113.3723,1,53.546167,-113.485734
45:21.2,5164885,CA,AB,Edmonton,53.55971,-113.55075,1,53.546167,-113.485734
46:14.8,5180195,CA,ON,Markham,43.8412,-79.3262,2,45.521629,-73.566024
47:57.2,5200726,CA,ON,Toronto,43.6459,-79.3857,2,45.521629,-73.566024
48:02.4,5201579,CA,AB,Edmonton,53.52293,-113.53648,1,53.546167,-113.485734
48:05.8,5202300,CA,AB,Sherwood Park,53.556,-113.2952,1,53.546167,-113.485734
49:16.6,5217581,CA,BC,New Westminster,49.20031,-122.91469,1,53.546167,-113.485734
50:07.6,5227695,CA,AB,Edmonton,53.44221,-113.4451,1,53.546167,-113.485734
50:29.1,5231768,CA,ON,North York,43.7318,-79.4182,2,45.521629,-73.566024
53:17.0,5271044,CA,MB,Winnipeg,49.92424,-97.17013,1,53.546167,-113.485734
54:29.2,5285931,CA,ON,Toronto,43.63,-79.477,2,45.521629,-73.566024
54:37.4,5290825,CA,AB,Calgary,51.0242,-114.1004,1,53.546167,-113.485734
56:02.8,5317057,CA,AB,Edmonton,53.5775,-113.42442,1,53.546167,-113.485734
56:27.3,5324214,CA,AB,Edmonton,53.43023,-113.45511,1,53.546167,-113.485734
56:37.3,5325689,CA,AB,Beaumont,53.43276,-113.43939,1,53.546167,-113.485734
58:28.9,5344573,CA,AB,Edmonton,53.57904,-113.55347,1,53.546167,-113.485734
59:56.1,5366657,CA,ON,Kirkland Lake,48.1516,-80.0322,2,45.521629,-73.566024
00:03.8,4520349,CA,ON,Kitchener,43.4553,-80.4845,2,45.521629,-73.566024
00:17.7,5371545,CA,ON,Milton,43.5152,-79.8802,2,45.521629,-73.566024
00:26.1,4527720,CA,ON,North York,43.7576,-79.461,2,45.521629,-73.566024
00:29.1,5374574,CA,QC,Montréal,45.50986,-73.55284,2,45.521629,-73.566024
00:53.5,5379213,CA,ON,North York,43.7578,-79.4611,2,45.521629,-73.566024
01:36.8,4557585,CA,ON,Ottawa,45.4164,-75.679,2,45.521629,-73.566024
01:51.5,4565712,CA,ON,Thunder Bay,48.4084,-89.255,2,45.521629,-73.566024
01:56.9,4570552,CA,AB,Edmonton,53.54812,-113.59423,1,53.546167,-113.485734
01:58.3,4571600,CA,ON,Newmarket,44.0498,-79.4988,2,45.521629,-73.566024
03:00.4,4588032,CA,ON,Toronto,43.7537,-79.2659,2,45.521629,-73.566024
03:00.6,4588491,CA,ON,Brampton,43.7942,-79.7021,2,45.521629,-73.566024
03:39.4,4595625,CA,AB,Ardrossan,53.55,-113.1333,1,53.546167,-113.485734
03:43.6,4596456,CA,AB,Edmonton,53.5181,-113.5797,1,53.546167,-113.485734
04:01.8,4599052,CA,ON,Newmarket,44.039,-79.4724,2,45.521629,-73.566024
04:24.5,4602521,CA,ON,Toronto,43.7028,-79.3877,2,45.521629,-73.566024
04:34.7,5417105,CA,ON,York,43.703,-79.512,2,45.521629,-73.566024
04:39.6,4606392,CA,ON,Toronto,43.6798,-79.3517,2,45.521629,-73.566024
05:12.5,5423064,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
05:24.5,4617416,CA,AB,Edmonton,53.44183,-113.58934,1,53.546167,-113.485734
05:45.3,4622059,CA,AB,Edmonton,53.587,-113.441,1,53.546167,-113.485734
05:56.6,4627522,CA,SK,Saskatoon,52.1242,-106.665,1,53.546167,-113.485734
06:02.2,4628355,CA,NS,Sydney,46.1612,-60.1823,3,45.22483,-63.232729
06:57.8,5436744,CA,ON,Artemesia,44.2836,-80.4784,2,45.521629,-73.566024
08:26.6,5449237,CA,ON,Cambridge,43.3653,-80.3066,2,45.521629,-73.566024
08:47.5,5450936,CA,ON,Kitchener,43.37753,-80.41441,2,45.521629,-73.566024
08:57.6,5452846,CA,BC,Vancouver,49.2575,-123.074,1,53.546167,-113.485734
09:17.0,5457092,CA,MB,Winnipeg,49.8827,-97.1562,1,53.546167,-113.485734
09:19.3,4674362,CA,AB,Edmonton,53.5314,-113.582,1,53.546167,-113.485734
11:00.6,5475508,CA,AB,Calgary,51.0378,-114.08,1,53.546167,-113.485734
11:15.6,5478620,CA,ON,Pembroke,45.827,-77.1116,2,45.521629,-73.566024
11:29.5,5482950,CA,ON,Burlington,43.3889,-79.7682,2,45.521629,-73.566024
12:01.6,4705802,CA,ON,Innisfil,44.3479,-79.5594,2,45.521629,-73.566024
12:32.2,5492084,CA,AB,Calgary,50.9722,-114.062,1,53.546167,-113.485734
13:19.4,5502577,CA,ON,Mississauga,43.5769,-79.6283,2,45.521629,-73.566024
13:25.4,4722370,CA,QC,Lévis,46.8251,-71.149,2,45.521629,-73.566024
13:49.4,4728763,CA,NL,Corner Brook,48.9516,-57.9553,3,45.22483,-63.232729
14:23.7,4736988,CA,AB,Saint Albert,53.6415,-113.614,1,53.546167,-113.485734
14:41.9,4741471,CA,AB,Edmonton,53.5181,-113.5797,1,53.546167,-113.485734
15:03.2,4745855,CA,SK,Saskatoon,52.1289,-106.644,1,53.546167,-113.485734
15:17.8,5520579,CA,MB,Winnipeg,49.8195,-97.1892,1,53.546167,-113.485734
15:48.1,5527774,CA,NL,Corner Brook,48.9516,-57.9553,3,45.22483,-63.232729
16:31.4,5534504,CA,QC,Québec,46.8556,-71.2449,2,45.521629,-73.566024
17:15.7,4780074,CA,ON,Mississauga,43.5982,-79.6344,2,45.521629,-73.566024
17:44.8,4787341,CA,AB,Calgary,51.053,-114.161,1,53.546167,-113.485734
17:47.5,5549725,CA,AB,Calgary,51.0475,-114.068,1,53.546167,-113.485734
18:06.7,4792422,CA,AB,Red Deer,52.2651,-113.794,1,53.546167,-113.485734
18:18.0,5559579,CA,AB,Edmonton,53.46652,-113.42628,1,53.546167,-113.485734
18:37.3,4797846,CA,ON,Richmond Hill,43.9221,-79.4632,2,45.521629,-73.566024
18:48.9,5565366,CA,AB,Calgary,51.0621,-114.1159,1,53.546167,-113.485734
19:27.3,5575592,CA,ON,Kitchener,43.4182,-80.4451,2,45.521629,-73.566024
19:51.7,4810142,CA,ON,Toronto,43.6682,-79.4209,2,45.521629,-73.566024
20:25.3,5585482,CA,SK,Saskatoon,52.1133,-106.7235,1,53.546167,-113.485734
20:47.9,4821017,CA,ON,Kitchener,43.44957,-80.47364,2,45.521629,-73.566024
21:23.3,5600352,CA,AB,Red Deer,52.3715,-113.784,1,53.546167,-113.485734
22:26.2,4841477,CA,SK,Saskatoon,52.11829,-106.71364,1,53.546167,-113.485734
23:08.0,5615006,CA,ON,Oakville,43.4309,-79.7767,2,45.521629,-73.566024
25:02.6,4871677,CA,AB,Beaumont,53.3545,-113.414,1,53.546167,-113.485734
28:53.5,4914068,CA,AB,Fort Mcmurray,56.7377,-111.438,1,53.546167,-113.485734
29:34.9,4923488,CA,ON,Sault Sainte Marie,46.5119,-84.3028,2,45.521629,-73.566024
29:51.5,4925546,CA,AB,Calgary,51.0799,-114.081,1,53.546167,-113.485734
31:21.2,4953158,CA,AB,Calgary,51.0433,-114.064,1,53.546167,-113.485734
31:35.0,4956788,CA,AB,Calgary,51.0818,-113.959,1,53.546167,-113.485734
31:43.5,4960280,CA,AB,Red Deer,52.2458,-113.75094,1,53.546167,-113.485734
32:05.0,4965974,CA,ON,Burlington,43.3889,-79.7682,2,45.521629,-73.566024
32:09.7,4966921,CA,ON,Brampton,43.7592,-79.7605,2,45.521629,-73.566024
32:27.5,4972245,CA,ON,Thornhill,43.8395,-79.3831,2,45.521629,-73.566024
32:40.1,4976255,CA,ON,Ottawa,45.444,-75.693,2,45.521629,-73.566024
34:06.3,4999285,CA,AB,Ponoka,52.6755,-113.576,1,53.546167,-113.485734
34:16.6,5001943,CA,AB,Edmonton,53.4567,-113.5801,1,53.546167,-113.485734
34:18.4,5002139,CA,AB,Edmonton,53.47353,-113.39645,1,53.546167,-113.485734
34:34.9,5008492,CA,ON,Scarborough,43.8315,-79.2599,2,45.521629,-73.566024
34:35.4,5009131,CA,AB,Beaumont,53.3545,-113.414,1,53.546167,-113.485734
34:37.7,5010859,CA,ON,Toronto,43.6796,-79.4343,2,45.521629,-73.566024
36:12.8,5033491,CA,AB,Edmonton,53.5515,-113.492,1,53.546167,-113.485734
36:39.5,5038399,CA,ON,Toronto,43.6504,-79.3717,2,45.521629,-73.566024
38:12.5,5063554,CA,AB,Calgary,50.91647,-114.1249,1,53.546167,-113.485734
38:19.4,5065951,CA,BC,Abbotsford,49.0509,-122.312,1,53.546167,-113.485734
39:51.8,5085353,CA,ON,Newmarket,44.0587,-79.4591,2,45.521629,-73.566024
41:02.6,5099368,CA,AB,Edmonton,53.4714,-113.46,1,53.546167,-113.485734
42:12.0,5119141,CA,AB,Westlock,54.16216,-113.86412,1,53.546167,-113.485734
42:27.5,5122862,CA,QC,Montréal,45.5033,-73.5838,2,45.521629,-73.566024
43:34.1,5138480,CA,ON,Kingston,44.2434,-76.4966,2,45.521629,-73.566024
43:41.3,5139820,CA,AB,Calgary,51.08622,-114.0957,1,53.546167,-113.485734
45:06.1,5161133,CA,AB,Edmonton,53.4981,-113.5707,1,53.546167,-113.485734
45:58.5,5175868,CA,NB,Fredericton,45.9527,-66.6558,3,45.22483,-63.232729
47:22.1,5194343,CA,AB,Saint Albert,53.6415,-113.614,1,53.546167,-113.485734
50:00.5,5226822,CA,AB,Airdrie,51.3082,-114.0398,1,53.546167,-113.485734
52:11.5,5255337,CA,ON,Kingston,44.2377,-76.5602,2,45.521629,-73.566024
54:53.3,5295673,CA,AB,Calgary,51.0508,-114.074,1,53.546167,-113.485734
55:04.1,5298923,CA,ON,Scarborough,43.7667,-79.2386,2,45.521629,-73.566024
55:29.7,5303010,CA,ON,Saint Catharines,43.1593,-79.2615,2,45.521629,-73.566024
55:50.9,5310568,CA,ON,Toronto,43.6477,-79.4174,2,45.521629,-73.566024
56:51.6,5328487,CA,ON,Ottawa,45.4203,-75.7004,2,45.521629,-73.566024
59:20.6,5358427,CA,AB,Calgary,51.0571,-114.077,1,53.546167,-113.485734
59:47.3,5365101,CA,ON,Woodbridge,43.8064,-79.5995,2,45.521629,-73.566024
00:17.5,5371107,CA,ON,Ottawa,45.4455,-75.6894,2,45.521629,-73.566024
00:33.4,5374704,CA,ON,North York,43.7578,-79.4611,2,45.521629,-73.566024
01:11.6,4538660,CA,ON,Markham,43.8598,-79.3296,2,45.521629,-73.566024
01:33.7,4547950,CA,ON,Owen Sound,44.5642,-80.9428,2,45.521629,-73.566024
01:48.1,5388940,CA,ON,Windsor,42.2962,-83.018,2,45.521629,-73.566024
02:13.0,5391393,CA,ON,Ottawa,45.3458,-75.7904,2,45.521629,-73.566024
02:34.2,5397387,CA,ON,Thunder Bay,48.47088,-89.18242,2,45.521629,-73.566024
03:15.6,4591571,CA,ON,Richmond Hill,43.8939,-79.4375,2,45.521629,-73.566024
04:29.4,5414330,CA,ON,Oakville,43.4462,-79.6688,2,45.521629,-73.566024
04:45.2,4608707,CA,ON,Fort Erie,42.90265,-78.9347,2,45.521629,-73.566024
05:14.8,5423333,CA,AB,Edmonton,53.5129,-113.623,1,53.546167,-113.485734
05:45.2,5427313,CA,AB,Edmonton,53.548,-113.59429,1,53.546167,-113.485734
07:08.3,5439308,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
07:27.8,4651647,CA,ON,Newmarket,44.039,-79.4724,2,45.521629,-73.566024
07:34.9,4653606,CA,SK,Regina,50.4923,-104.614,1,53.546167,-113.485734
08:16.2,5448029,CA,ON,Toronto,43.6575,-79.3783,2,45.521629,-73.566024
08:21.4,4662790,CA,AB,Edmonton,53.44693,-113.43865,1,53.546167,-113.485734
08:48.6,4668292,CA,AB,Calgary,51.014,-114.13771,1,53.546167,-113.485734
08:55.1,5451143,CA,AB,Edmonton,53.5129,-113.623,1,53.546167,-113.485734
09:17.6,5457367,CA,AB,Calgary,51.04568,-114.14086,1,53.546167,-113.485734
10:00.3,4682438,CA,ON,Scarborough,43.773,-79.26019,2,45.521629,-73.566024
10:02.5,4683155,CA,AB,Calgary,51.1387,-114.2015,1,53.546167,-113.485734
10:26.4,5468595,CA,ON,Mississauga,43.6403,-79.7042,2,45.521629,-73.566024
10:31.5,4688955,CA,AB,Calgary,51.0378,-114.08,1,53.546167,-113.485734
11:37.9,5484382,CA,BC,Seymour Arm,51.13298,-120.12085,1,53.546167,-113.485734
12:31.3,5491885,CA,AB,Okotoks,50.7362,-113.9695,1,53.546167,-113.485734
12:58.0,5496827,CA,AB,Calgary,51.063,-113.889,1,53.546167,-113.485734
13:35.4,5505960,CA,ON,Toronto,43.6715,-79.3801,2,45.521629,-73.566024
13:42.9,5507089,CA,AB,Edmonton,53.50272,-113.62121,1,53.546167,-113.485734
14:21.3,4736711,CA,ON,Toronto,43.772,-79.413,2,45.521629,-73.566024
14:43.2,5514203,CA,QC,Montréal,45.5066,-73.5884,2,45.521629,-73.566024
15:18.2,4751961,CA,ON,Markham,43.8735,-79.3335,2,45.521629,-73.566024
15:23.0,5522185,CA,ON,York,43.70054,-79.44473,2,45.521629,-73.566024
15:36.3,4755951,CA,AB,Airdrie,51.3082,-114.0398,1,53.546167,-113.485734
16:40.6,4770392,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
17:01.5,5539358,CA,AB,Lethbridge,49.6836,-112.834,1,53.546167,-113.485734
18:12.5,4793978,CA,QC,Magog,45.2764,-72.1111,2,45.521629,-73.566024
18:16.4,4794397,CA,AB,Calgary,50.90992,-114.12899,1,53.546167,-113.485734
19:19.5,5573265,CA,ON,Thunder Bay,48.4527,-89.2162,2,45.521629,-73.566024
19:52.9,4809546,CA,ON,London,43.0346,-81.2554,2,45.521629,-73.566024
20:11.4,5583113,CA,BC,Princeton,49.3655,-120.553,1,53.546167,-113.485734
20:25.6,4816490,CA,QC,Châteauguay,45.3492,-73.7353,2,45.521629,-73.566024
21:46.8,4834345,CA,ON,North York,43.7318,-79.4182,2,45.521629,-73.566024
22:03.1,4837188,CA,ON,Toronto,43.6682,-79.4209,2,45.521629,-73.566024
22:19.9,4840269,CA,AB,Edmonton,53.5181,-113.5797,1,53.546167,-113.485734
22:48.5,4845262,CA,BC,North Vancouver,49.31273,-123.08223,1,53.546167,-113.485734
22:52.9,5612839,CA,ON,Toronto,35.80762,51.50209,3,45.22483,-63.232729
23:03.8,4848489,CA,BC,Surrey,49.19224,-122.80921,1,53.546167,-113.485734
24:55.6,4870920,CA,AB,Calgary,51.0233,-114.071,1,53.546167,-113.485734
25:32.8,4876651,CA,ON,York,43.703,-79.512,2,45.521629,-73.566024
26:29.6,4889084,CA,AB,Edmonton,53.44218,-113.44523,1,53.546167,-113.485734
28:18.4,4908541,CA,AB,Beaumont,53.3545,-113.414,1,53.546167,-113.485734
30:36.9,4937443,CA,ON,Kingston,44.2585,-76.4897,2,45.521629,-73.566024
33:04.8,4981889,CA,ON,Ottawa,45.4203,-75.7004,2,45.521629,-73.566024
34:56.6,5016830,CA,ON,Orléans,45.481,-75.5513,2,45.521629,-73.566024
34:56.6,5017601,CA,AB,Calgary,50.92606,-113.93081,1,53.546167,-113.485734
35:52.3,5028519,CA,AB,Edmonton,53.5314,-113.582,1,53.546167,-113.485734
36:54.0,5041575,CA,AB,Edmonton,53.5152,-113.5058,1,53.546167,-113.485734
37:44.2,5055030,CA,ON,Richmond Hill,43.8939,-79.4375,2,45.521629,-73.566024
38:40.9,5069920,CA,ON,Cambridge,43.3653,-80.3066,2,45.521629,-73.566024
41:32.1,5107189,CA,ON,Brantford,43.1772,-80.248,2,45.521629,-73.566024
41:51.3,5111666,CA,QC,Montréal,45.4934,-73.5837,2,45.521629,-73.566024
42:14.1,5118630,CA,MB,Winnipeg,49.82445,-97.15135,1,53.546167,-113.485734
42:37.6,5124304,CA,ON,London,42.994,-81.165,2,45.521629,-73.566024
43:01.3,5129336,CA,AB,Red Deer,52.2651,-113.794,1,53.546167,-113.485734
43:58.5,5144220,CA,QC,Montréal,45.5424,-73.5453,2,45.521629,-73.566024
44:54.5,5158692,CA,AB,High River,50.63881,-113.82997,1,53.546167,-113.485734
46:14.5,5179317,CA,ON,Toronto,43.6796,-79.4343,2,45.521629,-73.566024
48:12.6,5203811,CA,AB,Edmonton,53.5185,-113.6579,1,53.546167,-113.485734
48:59.2,5214716,CA,ON,Thornhill,43.8395,-79.3831,2,45.521629,-73.566024
50:00.8,5227044,CA,AB,Calgary,50.995,-114.08671,1,53.546167,-113.485734
51:31.7,5247806,CA,AB,Calgary,51.0272,-114.0349,1,53.546167,-113.485734
51:42.7,5249381,CA,AB,Red Deer,52.2468,-113.788,1,53.546167,-113.485734
51:47.9,5250322,CA,AB,Edmonton,53.4597,-113.46117,1,53.546167,-113.485734
51:49.2,5251467,CA,AB,Edmonton,53.5129,-113.623,1,53.546167,-113.485734
52:19.2,5256779,CA,QC,Montréal,45.4934,-73.5837,2,45.521629,-73.566024
52:24.9,5258727,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
53:03.7,5268704,CA,QC,Montréal,45.5066,-73.6291,2,45.521629,-73.566024
54:14.0,5280593,CA,ON,Ottawa,45.4164,-75.679,2,45.521629,-73.566024
54:20.9,5284541,CA,ON,North York,43.7318,-79.4182,2,45.521629,-73.566024
54:47.9,5293557,CA,ON,Milton,43.5152,-79.8802,2,45.521629,-73.566024
56:06.4,5317597,CA,ON,Whitby,43.9673,-78.9514,2,45.521629,-73.566024
58:23.7,5343311,CA,ON,Brantford,43.1772,-80.248,2,45.521629,-73.566024
59:21.9,5358689,CA,ON,Thunder Bay,48.4084,-89.255,2,45.521629,-73.566024
59:33.6,5362212,CA,AB,Beaumont,53.35881,-113.40524,1,53.546167,-113.485734
59:35.1,5362490,CA,ON,Ottawa,45.4164,-75.679,2,45.521629,-73.566024
00:36.6,4531337,CA,ON,Toronto,43.71171,-79.46788,2,45.521629,-73.566024
01:07.0,4537357,CA,AB,Calgary,50.9632,-114.082,1,53.546167,-113.485734
01:07.9,5382311,CA,AB,Calgary,51.0272,-114.0349,1,53.546167,-113.485734
01:23.8,4542519,CA,ON,Toronto,43.7264,-79.3978,2,45.521629,-73.566024
01:39.7,4558278,CA,AB,Calgary,51.1387,-114.2015,1,53.546167,-113.485734
01:48.1,5389133,CA,ON,London,42.9334,-81.2258,2,45.521629,-73.566024
02:13.1,5392741,CA,ON,Stouffville,43.969,-79.271,2,45.521629,-73.566024
03:19.7,5403579,CA,AB,Calgary,50.9384,-113.9913,1,53.546167,-113.485734
04:04.3,4599435,CA,AB,Calgary,50.8889,-113.991,1,53.546167,-113.485734
04:24.9,5413530,CA,AB,Calgary,50.9819,-114.1004,1,53.546167,-113.485734
04:29.2,5414172,CA,ON,Scarborough,43.7936,-79.2692,2,45.521629,-73.566024
05:28.0,4618190,CA,ON,Fort Erie,42.90265,-78.9347,2,45.521629,-73.566024
05:46.7,4622537,CA,QC,La Tuque,47.42342,-72.78313,2,45.521629,-73.566024
06:10.5,4630122,CA,AB,Edmonton,53.7353,-113.3369,1,53.546167,-113.485734
06:55.8,5436042,CA,ON,Milton,43.5152,-79.8802,2,45.521629,-73.566024
07:00.9,5437936,CA,ON,Mississauga,43.5769,-79.6283,2,45.521629,-73.566024
07:07.3,4643236,CA,AB,Calgary,51.1581,-113.938,1,53.546167,-113.485734
07:17.0,4646741,CA,NB,Dieppe,46.10001,-64.76185,3,45.22483,-63.232729
07:51.9,4655998,CA,AB,Sherwood Park,53.5167,-113.3167,1,53.546167,-113.485734
08:21.4,4662563,CA,ON,North York,43.74452,-79.51824,2,45.521629,-73.566024
08:39.8,5450718,CA,AB,Calgary,51.1303,-113.9335,1,53.546167,-113.485734
08:56.9,5451557,CA,ON,Toronto,43.6641,-79.399,2,45.521629,-73.566024
08:58.0,5452594,CA,BC,Vancouver,49.28398,-123.79089,1,53.546167,-113.485734
10:11.0,5464499,CA,ON,Ottawa,45.4455,-75.6894,2,45.521629,-73.566024
10:37.2,4689212,CA,ON,Brampton,43.684,-79.7716,2,45.521629,-73.566024
10:48.8,5471726,CA,ON,London,42.9334,-81.2258,2,45.521629,-73.566024
11:02.5,4692919,CA,AB,Edmonton,53.44074,-113.58914,1,53.546167,-113.485734
11:04.0,5476587,CA,ON,Toronto,43.6646,-79.3696,2,45.521629,-73.566024
11:36.4,4700696,CA,ON,Oakville,43.4934,-79.7126,2,45.521629,-73.566024
11:42.1,5484523,CA,BC,Richmond,49.1241,-123.159,1,53.546167,-113.485734
12:20.6,4709431,CA,AB,Calgary,51.1581,-113.938,1,53.546167,-113.485734
12:30.2,4712391,CA,ON,Orillia,44.6078,-79.4175,2,45.521629,-73.566024
12:45.4,4714922,CA,ON,North York,43.7534,-79.3272,2,45.521629,-73.566024
13:29.2,4723123,CA,AB,Calgary,51.1414,-114.076,1,53.546167,-113.485734
13:49.5,4727745,CA,AB,Calgary,51.0419,-114.061,1,53.546167,-113.485734
13:58.5,5509689,CA,MB,Winnipeg,49.90991,-97.08597,1,53.546167,-113.485734
15:17.4,5521368,CA,AB,Calgary,51.0486,-113.968,1,53.546167,-113.485734
15:31.1,5524318,CA,AB,Calgary,51.0818,-113.959,1,53.546167,-113.485734
15:55.8,4760137,CA,AB,Edmonton,53.47359,-113.39653,1,53.546167,-113.485734
